wavelength_muv calibration_curve solar_continuum co_cameron co2_uvd o_2972 no_nightglow
2.803634291777406133e+02 4.710432206619357548e-04 2.769972383975982666e-01 6.225153803825378418e-03 1.865006866864860058e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.810248291875962536e+02 4.820837799928557438e-04 3.744426667690277100e-01 4.395587835460901260e-03 2.309622010216116905e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.816862291974518939e+02 4.944014437498763610e-04 5.373040437698364258e-01 3.740262473002076149e-03 2.855668310075998306e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.823476292073074774e+02 5.076303373540230974e-04 6.697160601615905762e-01 3.595054848119616508e-03 3.541346173733472824e-03 0.000000000000000000e+00 0.000000000000000000e+00
2.830090292171631177e+02 5.210604019312298912e-04 7.354099154472351074e-01 2.973227994516491890e-03 4.427792504429817200e-03 1.117106148740276694e-05 0.000000000000000000e+00
2.836704292270187580e+02 5.349263605166027034e-04 7.365191578865051270e-01 2.377056283876299858e-03 5.617920309305191040e-03 7.117220957297831774e-05 0.000000000000000000e+00
2.843318292368743982e+02 5.503581734924822399e-04 6.657317876815795898e-01 2.278111176565289497e-03 7.296182215213775635e-03 1.450850541004911065e-04 0.000000000000000000e+00
2.849932292467300385e+02 5.685258103153470032e-04 4.912602305412292480e-01 2.030871110036969185e-03 9.821605868637561798e-03 2.311364951310679317e-04 0.000000000000000000e+00
2.856546292565856220e+02 5.880169596617825650e-04 4.165072441101074219e-01 1.666070311330258846e-03 1.397885289043188095e-02 3.314298810437321663e-04 0.000000000000000000e+00
2.863160292664412623e+02 6.086900034607092055e-04 5.842249989509582520e-01 1.822411781176924706e-03 2.181738242506980896e-02 4.485143290366977453e-04 0.000000000000000000e+00
2.869774292762969026e+02 6.312909670207867514e-04 6.953102946281433105e-01 2.198374364525079727e-03 4.079687595367431641e-02 5.855553899891674519e-04 0.000000000000000000e+00
2.876388292861525429e+02 6.554161109492098085e-04 6.939061880111694336e-01 1.794592128135263920e-03 1.274158954620361328e-01 7.466003298759460449e-04 0.000000000000000000e+00
2.883002292960081832e+02 6.791974041413590324e-04 6.190279126167297363e-01 1.479858648963272572e-03 6.455628275871276855e-01 9.369946783408522606e-04 0.000000000000000000e+00
2.889616293058637666e+02 7.034991883997823280e-04 7.005125284194946289e-01 1.841356512159109116e-03 1.000000000000000000e+00 1.164047513157129288e-03 0.000000000000000000e+00
2.896230293157194069e+02 7.287679713992547192e-04 8.322284817695617676e-01 1.921877264976501465e-03 7.810836434364318848e-01 1.438113045878708363e-03 0.000000000000000000e+00
2.902844293255750472e+02 7.554154990578933757e-04 9.712573885917663574e-01 1.390256686136126518e-03 8.746372461318969727e-01 1.774397213011980057e-03 0.000000000000000000e+00
2.909458293354306875e+02 7.815852643937808543e-04 1.000000000000000000e+00 1.240088022314012051e-03 2.478113770484924316e-01 2.196077024564146996e-03 0.000000000000000000e+00
2.916072293452863278e+02 8.058814845453008465e-04 9.489041566848754883e-01 1.475371420383453369e-03 5.712310969829559326e-02 2.739929594099521637e-03 0.000000000000000000e+00
2.922686293551419112e+02 8.318514054633071230e-04 8.782537579536437988e-01 1.333477906882762909e-03 2.654957212507724762e-02 3.467069938778877258e-03 0.000000000000000000e+00
2.929300293649975515e+02 8.544767572761010482e-04 8.240295052528381348e-01 1.055655535310506821e-03 1.613380573689937592e-02 4.484877455979585648e-03 0.000000000000000000e+00
2.935914293748531918e+02 8.816669809748340497e-04 8.191387653350830078e-01 1.420042011886835098e-03 1.101804058998823166e-02 5.995907355099916458e-03 0.000000000000000000e+00
2.942528293847088321e+02 9.111244816679153237e-04 7.702965736389160156e-01 2.127584768459200859e-03 8.044129237532615662e-03 8.420339785516262054e-03 0.000000000000000000e+00
2.949142293945644724e+02 9.419467609059466867e-04 7.457910776138305664e-01 1.702620880678296089e-03 6.125181447714567184e-03 1.275582704693078995e-02 0.000000000000000000e+00
2.955756294044200558e+02 9.734890419810926640e-04 7.529927492141723633e-01 1.081503112800419331e-03 4.793066997081041336e-03 2.192918397486209869e-02 0.000000000000000000e+00
2.962370294142756961e+02 1.004938940355372271e-03 7.440187335014343262e-01 7.465798407793045044e-04 3.816652111709117889e-03 4.891635105013847351e-02 0.000000000000000000e+00
2.968984294241313364e+02 1.038479352727562791e-03 6.423830389976501465e-01 5.905900034122169018e-04 3.070583101361989975e-03 2.203236222267150879e-01 0.000000000000000000e+00
2.975598294339869767e+02 1.069058003734905948e-03 6.384580135345458984e-01 4.763161996379494667e-04 2.481982577592134476e-03 1.000000000000000000e+00 0.000000000000000000e+00
2.982212294438426170e+02 1.101254458667394725e-03 6.149113178253173828e-01 3.859255521092563868e-04 2.006100956350564957e-03 7.804850935935974121e-01 0.000000000000000000e+00
2.988826294536982005e+02 1.134628673158637061e-03 5.512658953666687012e-01 3.130827972199767828e-04 1.614172942936420441e-03 1.387140601873397827e-01 0.000000000000000000e+00
2.995440294635538407e+02 1.163376548446879094e-03 5.543380975723266602e-01 2.578227140475064516e-04 1.286942278966307640e-03 3.842779621481895447e-02 0.000000000000000000e+00
3.002054294734094810e+02 1.184954112174903696e-03 4.831964373588562012e-01 2.077256795018911362e-04 1.011016662232577801e-03 1.883790828287601471e-02 0.000000000000000000e+00
3.008668294832650645e+02 1.184954112174903696e-03 4.546870291233062744e-01 1.686057512415573001e-04 7.767334464006125927e-04 1.139221340417861938e-02 0.000000000000000000e+00
3.015282294931207616e+02 1.184954112174903696e-03 4.586884975433349609e-01 1.381030888296663761e-04 5.768677219748497009e-04 7.690183352679014206e-03 0.000000000000000000e+00
3.021896295029763451e+02 1.184954112174903696e-03 4.178500473499298096e-01 1.162402404588647187e-04 4.058317863382399082e-04 5.554616916924715042e-03 0.000000000000000000e+00
3.028510295128319854e+02 1.184954112174903696e-03 4.560996294021606445e-01 9.493489051237702370e-05 2.591708325780928135e-04 4.194463137537240982e-03 0.000000000000000000e+00
3.035124295226876256e+02 1.184954112174903696e-03 4.857936203479766846e-01 6.968312663957476616e-05 1.358937006443738937e-04 3.263335675001144409e-03 0.000000000000000000e+00
3.041738295325432091e+02 1.184954112174903696e-03 4.441395103931427002e-01 5.465689901029691100e-05 6.244260293897241354e-05 2.589735202491283417e-03 0.000000000000000000e+00
3.048352295423989062e+02 1.184954112174903696e-03 4.200721383094787598e-01 6.747947918483987451e-05 1.327331119682639837e-05 2.080947859212756157e-03 0.000000000000000000e+00
3.054966295522544897e+02 1.184954112174903696e-03 3.911778032779693604e-01 9.019987192004919052e-05 1.992105467252258677e-07 1.774397213011980057e-03 0.000000000000000000e+00
3.061580295621101300e+02 1.184954112174903696e-03 3.415814340114593506e-01 8.618970605311915278e-05 0.000000000000000000e+00 1.364463591016829014e-03 0.000000000000000000e+00
3.068194295719657703e+02 1.184954112174903696e-03 3.258433043956756592e-01 6.270674202824011445e-05 0.000000000000000000e+00 1.103346818126738071e-03 0.000000000000000000e+00
3.074808295818213537e+02 1.184954112174903696e-03 3.205806314945220947e-01 6.751369073754176497e-05 0.000000000000000000e+00 8.862867252901196480e-04 0.000000000000000000e+00
3.081422295916770508e+02 1.184954112174903696e-03 3.061445951461791992e-01 8.360249194083735347e-05 0.000000000000000000e+00 7.038237527012825012e-04 0.000000000000000000e+00
3.088036296015326343e+02 1.184954112174903696e-03 2.782360017299652100e-01 7.520672807004302740e-05 0.000000000000000000e+00 5.855553899891674519e-04 0.000000000000000000e+00
3.094650296113882746e+02 1.184954112174903696e-03 2.364574819803237915e-01 5.945605880697257817e-05 0.000000000000000000e+00 4.175085341557860374e-04 0.000000000000000000e+00
3.101264296212439149e+02 1.184954112174903696e-03 2.223765552043914795e-01 9.225788380717858672e-05 0.000000000000000000e+00 3.048908838536590338e-04 0.000000000000000000e+00
3.107878296310994983e+02 1.184954112174903696e-03 2.528677284717559814e-01 1.276663242606446147e-04 0.000000000000000000e+00 2.083772124024108052e-04 0.000000000000000000e+00
3.114492296409551386e+02 1.184954112174903696e-03 2.564159929752349854e-01 9.703169052954763174e-05 0.000000000000000000e+00 1.255429815500974655e-04 0.000000000000000000e+00
3.121106296508107789e+02 1.184954112174903696e-03 2.262738198041915894e-01 7.101485243765637279e-05 0.000000000000000000e+00 7.117220957297831774e-05 0.000000000000000000e+00
3.127720296606664192e+02 1.184954112174903696e-03 2.096572816371917725e-01 4.212265776004642248e-05 0.000000000000000000e+00 3.676735559565713629e-06 0.000000000000000000e+00
3.134334296705220595e+02 1.184954112174903696e-03 2.004314512014389038e-01 2.950834823423065245e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.140948296803776429e+02 1.184954112174903696e-03 1.886514425277709961e-01 2.521155329304747283e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.147562296902332832e+02 1.184954112174903696e-03 1.681199073791503906e-01 2.241027686977759004e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.154176297000889235e+02 1.184954112174903696e-03 1.542180031538009644e-01 1.869976586021948606e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.160790297099445070e+02 1.184954112174903696e-03 1.331356316804885864e-01 1.234800311067374423e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.167404297198002041e+02 1.184954112174903696e-03 1.357721537351608276e-01 7.175427526817657053e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.174018297296557876e+02 1.184954112174903696e-03 1.377960592508316040e-01 3.000066726599470712e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.180632297395114279e+02 1.184954112174903696e-03 1.190867796540260315e-01 1.286054157390026376e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.187246297493670681e+02 1.184954112174903696e-03 1.069995611906051636e-01 9.124734674514911603e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.193860297592226516e+02 1.184954112174903696e-03 1.017908826470375061e-01 6.145127144918660633e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.200474297690783487e+02 1.184954112174903696e-03 1.004447937011718750e-01 4.679368714732845547e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.207088297789339322e+02 1.184954112174903696e-03 9.521452337503433228e-02 3.611163776895409683e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.213702297887895725e+02 1.184954112174903696e-03 8.077844232320785522e-02 2.801546088448958471e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.220316297986452128e+02 1.184954112174903696e-03 7.470499724149703979e-02 2.309868989414098905e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.226930298085007962e+02 1.184954112174903696e-03 6.646506488323211670e-02 1.650240051276341546e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.233544298183564933e+02 1.184954112174903696e-03 6.020175665616989136e-02 1.240461813267756952e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.240158298282120768e+02 1.184954112174903696e-03 5.913924798369407654e-02 9.153576741027791286e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.246772298380677171e+02 1.184954112174903696e-03 5.855086073279380798e-02 6.510823880034877220e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.253386298479233574e+02 1.184954112174903696e-03 5.765912309288978577e-02 4.870069503226659435e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.260000298577789408e+02 1.184954112174903696e-03 5.817883461713790894e-02 2.898604023471307300e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.266614298676346380e+02 1.184954112174903696e-03 5.479684844613075256e-02 1.923291215177869162e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.273228298774902214e+02 1.184954112174903696e-03 5.019191280007362366e-02 1.259695814326278196e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.279842298873458617e+02 1.184954112174903696e-03 4.528974369168281555e-02 8.052643885037014115e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.286456298972015020e+02 1.184954112174903696e-03 4.231385886669158936e-02 7.599934903623761784e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.293070299070570854e+02 1.184954112174903696e-03 4.124303534626960754e-02 2.291641898466423299e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.299684299169127826e+02 1.184954112174903696e-03 3.940792009234428406e-02 5.235907707401565858e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.306298299267683660e+02 1.184954112174903696e-03 3.509976342320442200e-02 1.078682601018954301e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.312912299366240063e+02 1.184954112174903696e-03 3.152836114168167114e-02 2.337580724542931421e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.319526299464796466e+02 1.184954112174903696e-03 2.950685098767280579e-02 3.674566642075660639e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.326140299563352301e+02 1.184954112174903696e-03 2.732831053435802460e-02 7.075938697198580485e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.332754299661908703e+02 1.184954112174903696e-03 2.540310844779014587e-02 1.190004809359379578e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.339368299760465106e+02 1.184954112174903696e-03 2.356835640966892242e-02 1.822183094191132113e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.345982299859021509e+02 1.184954112174903696e-03 2.335054427385330200e-02 2.874503707062103786e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.352596299957577912e+02 1.184954112174903696e-03 2.129043824970722198e-02 4.082398845639545470e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.359210300056133747e+02 1.184954112174903696e-03 1.906414330005645752e-02 6.840813966846326366e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.365824300154690150e+02 1.184954112174903696e-03 1.696280762553215027e-02 1.004573368845740333e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.372438300253246553e+02 1.184954112174903696e-03 1.705272868275642395e-02 1.411088123859371990e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.379052300351802387e+02 1.184954112174903696e-03 1.698572374880313873e-02 1.957671156560536474e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.385666300450359358e+02 1.184954112174903696e-03 1.655515655875205994e-02 2.486022458469960839e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.392280300548915193e+02 1.184954112174903696e-03 1.670826599001884460e-02 3.596103852032683790e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.398894300647471596e+02 1.184954112174903696e-03 1.609175652265548706e-02 4.784440898220054805e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.405508300746027999e+02 1.184954112174903696e-03 1.530405972152948380e-02 6.337724335025995970e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.412122300844583833e+02 1.184954112174903696e-03 1.443354412913322449e-02 8.450490713585168123e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.418736300943140805e+02 1.184954112174903696e-03 1.412829943001270294e-02 1.084235045709647238e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.425350301041696639e+02 1.184954112174903696e-03 1.370193902403116226e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
