wavelength calibration solar cameron no
173.8780275909845 0.00117703828440647 0.0005687667871825397 0.005101661663502455 0.0
174.53942760084013 0.00117703828440647 0.0008489688043482602 0.008039073087275028 0.0
175.20082761069574 0.00117703828440647 0.0007827798835933208 0.009697151370346546 0.0
175.86222762055138 0.00117703828440647 0.0006441549630835652 0.01748366467654705 0.0
176.523627630407 0.00117703828440647 0.0011507789604365826 0.018189894035458565 0.0
177.18502764026263 0.00117703828440647 0.0009441947331652045 0.019168894737958908 0.0
177.84642765011824 0.00117703828440647 0.001182661158964038 0.031893644481897354 0.0
178.50782765997388 0.00117703828440647 0.0004500544455368072 0.02907780185341835 0.0
179.16922766982952 0.00117703828440647 0.001343744806945324 0.04521072655916214 0.0
179.83062767968514 0.00117703828440647 0.0010853473795577884 0.078621506690979 0.0
180.49202768954078 0.001115430768526517 0.0011114495573565364 0.06679169088602066 0.0
181.1534276993964 0.0010474365118469085 0.0008919347892515361 0.07755738496780396 0.0
181.81482770925203 0.0009893410554704337 0.00079899444244802 0.0661253109574318 0.0
182.47622771910764 0.0009354638652132192 0.0013228068128228188 0.07529126852750778 0.0
183.13762772896328 0.0008876195380676114 0.0015377032104879618 0.10271557420492172 0.0
183.79902773881892 0.0008474819490380825 0.00116402143612504 0.07530813664197922 0.0
184.46042774867453 0.0008123384915112801 0.001097829663194716 0.07841859012842178 0.0
185.12182775853017 0.0007845886180271237 0.001513784285634756 0.08932239562273026 0.008665058761835098
185.78322776838579 0.0007606013444414306 0.0014989657793194056 0.0814625546336174 0.019756780937314034
186.44462777824143 0.0007359617855454946 0.0017647019121795893 0.1591724008321762 0.027159739285707474
187.10602778809704 0.0007104954318821478 0.0019954354502260685 0.18974925577640533 0.027277788147330284
187.76742779795268 0.0006913205836212254 0.002231561578810215 0.15085847675800323 0.014729953370988369
188.42882780780832 0.0006777097699191865 0.0025160061195492744 0.20392289757728577 0.017451604828238487
189.09022781766393 0.000665659904471492 0.00241483305580914 0.17678599059581757 0.044708844274282455
189.75162782751957 0.0006542074191498673 0.003143110079690814 0.14023451507091522 0.1636648178100586
190.41302783737518 0.0006402447988045786 0.0028260434046387672 0.16290269792079926 0.4423162043094635
191.07442784723082 0.0006258113425909281 0.0037371390499174595 0.13883623480796814 0.5008196234703064
191.73582785708646 0.0006136419133724447 0.004957594908773899 0.1681535840034485 0.15453916788101196
192.39722786694207 0.0006061232980634236 0.004811721388250589 0.42245960235595703 0.030214134603738785
193.05862787679771 0.0005999693499701436 0.006133899092674255 0.49186211824417114 0.022192925214767456
193.72002788665333 0.0005914586663025442 0.00818633008748293 0.31722885370254517 0.027952052652835846
194.38142789650897 0.0005800772817920555 0.00932837463915348 0.3142654001712799 0.03148069232702255
195.04282790636458 0.000570802723552588 0.010529345832765102 0.2678022086620331 0.040803734213113785
195.70422791622022 0.0005648122479148516 0.013202895410358906 0.192769393324852 0.07267265021800995
196.36562792607583 0.0005590435702264469 0.014708831906318665 0.1802869737148285 0.07806575298309326
197.02702793593147 0.000551599711878453 0.015763940289616585 0.15681785345077515 0.24536488950252533
197.6884279457871 0.0005434296392863828 0.017761195078492165 0.14671048521995544 0.8297781944274902
198.34982795564272 0.0005346109145215898 0.018954671919345856 0.2857287526130676 0.9791532158851624
199.01122796549836 0.0005260534572425551 0.020872274413704872 0.8575634956359863 0.35783621668815613
199.67262797535398 0.0005198910824820447 0.023029252886772156 0.9021530151367188 0.09548688679933548
200.33402798520962 0.0005142832955081834 0.025666994974017143 0.5373517274856567 0.038289736956357956
200.99542799506526 0.0005066069448440173 0.028868619352579117 0.46167322993278503 0.0376228503882885
201.65682800492087 0.000499711449878872 0.030105577781796455 0.37085264921188354 0.050333019345998764
202.3182280147765 0.0004916485672297055 0.031800586730241776 0.2800234258174896 0.07031117379665375
202.97962802463212 0.0004849699158767598 0.034688662737607956 0.21860173344612122 0.0667300596833229
203.64102803448776 0.00047916979051565987 0.038286011666059494 0.17261019349098206 0.05106541886925697
204.30242804434337 0.00047225036018860194 0.04074110463261604 0.16497115790843964 0.13596192002296448
204.963828054199 0.0004647336349494904 0.04239964485168457 0.20173144340515137 0.4502600133419037
205.62522806405462 0.00045671886906321977 0.04366948828101158 0.45185598731040955 1.0
206.28662807391026 0.00044888227564924047 0.04683123901486397 1.0 0.8266005516052246
206.9480280837659 0.00044012423860170005 0.05286049470305443 0.8079118132591248 0.19900859892368317
207.60942809362152 0.00043308626741352736 0.05836523696780205 0.4844403564929962 0.08294276148080826
208.27082810347716 0.0004264747745383375 0.06645725667476654 0.36730679869651794 0.04614773392677307
208.93222811333277 0.00041834308223128114 0.08182834833860397 0.30406251549720764 0.04864902421832085
209.5936281231884 0.0004107417883670673 0.10047171264886856 0.3316352665424347 0.027696605771780014
210.25502813304405 0.00040346557726761087 0.11800963431596756 0.3612841069698334 0.04077558591961861
210.91642814289966 0.00039614158749190124 0.13151811063289642 0.2633034586906433 0.0447656586766243
211.5778281527553 0.0003899440065868903 0.1483759582042694 0.22700630128383636 0.03941521793603897
212.2392281626109 0.00038459108810176963 0.14347854256629944 0.21057358384132385 0.07890962809324265
212.90062817246655 0.00037855981866554447 0.14007718861103058 0.16032248735427856 0.2440519630908966
213.5620281823222 0.00037223237985435474 0.15275947749614716 0.14476382732391357 0.7357046008110046
214.2234281921778 0.00036643774960599495 0.17501235008239746 0.1575492024421692 0.8558712601661682
214.88482820203342 0.00036085664466910293 0.17414450645446777 0.26252201199531555 0.2811857759952545
215.54622821188906 0.00035535383616712934 0.16474230587482452 0.7961382269859314 0.09211213141679764
216.2076282217447 0.0003514953984641474 0.158070370554924 0.9790748357772827 0.06791984289884567
216.8690282316003 0.0003477942185873119 0.15500333905220032 0.6339614391326904 0.029528813436627388
217.53042824145595 0.0003435215321491886 0.16994579136371613 0.5805068016052246 0.03854074701666832
218.19182825131156 0.00033902892451343007 0.20122016966342926 0.5000976920127869 0.0581711120903492
218.8532282611672 0.0003352049718828596 0.20670028030872345 0.33961355686187744 0.037620220333337784
219.51462827102284 0.00033176954200156135 0.21989469230175018 0.25837355852127075 0.03636995330452919
220.17602828087846 0.0003283826443565488 0.22800672054290771 0.20865805447101593 0.044354718178510666
220.8374282907341 0.00032560569514216667 0.20795367658138275 0.16533145308494568 0.07588839530944824
221.4988283005897 0.0003231555985529841 0.19510376453399658 0.13896434009075165 0.1567731350660324
222.16022831044535 0.000320395230982996 0.22170332074165344 0.11402826756238937 0.4534667432308197
222.821628320301 0.000317946649959712 0.2516043186187744 0.09554430097341537 0.5324521660804749
223.4830283301566 0.00031621945371628667 0.2893018126487732 0.0990021750330925 0.22642067074775696
224.14442834001224 0.00031499386347467 0.2840738892555237 0.09855592995882034 0.06915263086557388
224.80582834986785 0.0003137492759449103 0.26978883147239685 0.09436261653900146 0.03607441484928131
225.4672283597235 0.0003123098898773265 0.2484413981437683 0.19136719405651093 0.06754913181066513
226.1286283695791 0.00031011710212499997 0.2190299928188324 0.4650512635707855 0.32314425706863403
226.79002837943474 0.00030779502114742775 0.1866157501935959 0.4429946839809418 0.6087368130683899
227.45142838929036 0.00030699801955894025 0.1905907690525055 0.3718969523906708 0.4031440019607544
228.112828399146 0.00030597325957640434 0.22889097034931183 0.5419417023658752 0.11402403563261032
228.77422840900164 0.00030432632567276534 0.24107438325881958 0.4519285559654236 0.04161098226904869
229.43562841885725 0.00030299037856596834 0.23062370717525482 0.32448288798332214 0.0362197682261467
230.0970284287129 0.0003018009755369898 0.230104461312294 0.3341151475906372 0.051529496908187866
230.7584284385685 0.0003009575576513053 0.2483741044998169 0.270702064037323 0.13542136549949646
231.41982844842414 0.0003010288915144147 0.23760728538036346 0.19133779406547546 0.24683156609535217
232.08122845827978 0.0003017662615033445 0.24368485808372498 0.15713541209697723 0.308940589427948
232.7426284681354 0.000301230808326098 0.24231399595737457 0.12716373801231384 0.13431866466999054
233.40402847799103 0.0002999315199369769 0.21986152231693268 0.09700090438127518 0.07064841687679291
234.06542848784665 0.00029959878364768606 0.19784456491470337 0.07898873090744019 0.02430019900202751
234.7268284977023 0.0002988544918510507 0.19197013974189758 0.06477488577365875 0.06340794265270233
235.38822850755793 0.00029791479677550336 0.22704967856407166 0.05404339358210564 0.07719200849533081
236.04962851741354 0.0002975295178894597 0.23051999509334564 0.04900475963950157 0.33527228236198425
236.71102852726915 0.00029732797887132564 0.2210836559534073 0.06759565323591232 0.8348609805107117
237.3724285371248 0.0002968471812107969 0.2264239490032196 0.12929190695285797 0.7284010052680969
238.03382854698043 0.0002967707468044015 0.2057359665632248 0.12798045575618744 0.21420536935329437
238.69522855683607 0.0002966409509184837 0.19487659633159637 0.12421466410160065 0.08897058665752411
239.35662856669168 0.0002960876850427833 0.20462757349014282 0.2119014412164688 0.07407720386981964
240.0180285765473 0.00029580658230407255 0.19407343864440918 0.20409707725048065 0.07511815428733826
240.67942858640293 0.00029611319746387324 0.1902027726173401 0.15588334202766418 0.06473378837108612
241.34082859625858 0.00029656734555135096 0.2071360945701599 0.19825108349323273 0.13265971839427948
242.0022286061142 0.00029645090842530966 0.26493948698043823 0.1884424388408661 0.12487523257732391
242.6636286159698 0.0002962789204130415 0.3007446527481079 0.12837809324264526 0.05954925715923309
243.32502862582544 0.0002963426306156088 0.29448527097702026 0.11356028914451599 0.04315078631043434
243.98642863568108 0.0002965845301554238 0.28172528743743896 0.10625708848237991 0.04394116625189781
244.64782864553672 0.0002972430773919015 0.26583462953567505 0.08097251504659653 0.02871459349989891
245.30922865539233 0.00029808650639854466 0.23240871727466583 0.0723181664943695 0.020683730021119118
245.97062866524794 0.00029883437532304347 0.21936367452144623 0.07236156612634659 0.07144027948379517
246.63202867510358 0.0002995283882521648 0.22184516489505768 0.056731466203927994 0.20638412237167358
247.29342868495922 0.00029971728904806556 0.23603172600269318 0.044481851160526276 0.6213200688362122
247.95482869481486 0.00029971331001474826 0.23100419342517853 0.04149932414293289 0.7096190452575684
248.61622870467048 0.00029978321080400454 0.20622126758098602 0.0352281779050827 0.2913757860660553
249.2776287145261 0.00030042118971839864 0.21178269386291504 0.03513401374220848 0.10401443392038345
249.93902872438173 0.00030112458320474063 0.25351622700691223 0.038756269961595535 0.06713110208511353
250.60042873423737 0.00030166386375466846 0.25127044320106506 0.03290598466992378 0.03963794931769371
251.26182874409298 0.0003022110952385786 0.22473250329494476 0.040222812443971634 0.06894730776548386
251.92322875394862 0.0003026397316984419 0.19472834467887878 0.057161200791597366 0.0883922278881073
252.58462876380423 0.0003032884494823121 0.18746718764305115 0.045863404870033264 0.0816473439335823
253.24602877365987 0.00030427638860668657 0.20398035645484924 0.04404498636722565 0.028453947976231575
253.9074287835155 0.00030557667250278426 0.2284473478794098 0.06289218366146088 0.04101940616965294
254.56882879337113 0.0003061615849746912 0.24923643469810486 0.05330423638224602 0.03161107748746872
255.23022880322674 0.00030629796187323706 0.2864363193511963 0.03941817954182625 0.008846072480082512
255.89162881308238 0.00030682619281909604 0.34261518716812134 0.04291130602359772 0.04226914793252945
256.553028822938 0.0003074237617095438 0.3891584575176239 0.03993508219718933 0.020695284008979797
257.21442883279366 0.00030846419179794655 0.46334123611450195 0.031102295964956284 0.028561722487211227
257.8758288426493 0.00031001954603030677 0.4908427596092224 0.03629927337169647 0.0389556847512722
258.5372288525049 0.00031153344900486244 0.4979795813560486 0.04013729840517044 0.17211613059043884
259.1986288623605 0.0003130969960438207 0.47036314010620117 0.030119894072413445 0.364822655916214
259.86002887221616 0.000314463942334746 0.4060080051422119 0.02638106420636177 0.3617766201496124
260.52142888207175 0.0003160436214960474 0.3674764037132263 0.03060326538980007 0.14458951354026794
261.18282889192744 0.0003173073179476865 0.3540857136249542 0.025876669213175774 0.04648520052433014
261.844228901783 0.0003187568365494944 0.3831789493560791 0.019248289987444878 0.030361754819750786
262.50562891163867 0.00032068509687862624 0.4301455020904541 0.019382931292057037 0.07958682626485825
263.1670289214943 0.0003221240555843751 0.4571962058544159 0.020122218877077103 0.046547748148441315
